GDP_01_AUS,1,GDP,01_AUS,"347,420,465 ","358,188,872 ","368,749,588 ","360,991,765 ","379,601,300 ","399,582,173 ","417,731,196 ","429,187,886 ","453,331,010 ","470,383,417 ","515,317,626 ","513,320,531 ","515,592,569 ","536,417,759 ","557,759,322 ","579,117,983 ","601,579,834 ","625,441,020 ","654,065,825 ","686,887,267 ","713,972,531 ","727,774,374 ","756,907,345 ","779,506,667 ","810,695,552 ","836,559,304 ","860,269,340 ","892,764,544 ","925,419,788 ","943,213,087 ","962,576,705 ","986,170,471 ","1,024,551,635 ","1,051,594,494 ","1,078,497,831 ","1,103,854,786 ","1,135,064,189 ","1,157,283,926 ","1,201,142,573 ","1,245,039,044 ","1,289,224,526 ","1,333,639,686 ","1,378,646,228 ","1,424,442,629 ","1,471,205,820 ","1,519,006,309 ","1,566,859,653 ","1,615,958,599 ","1,666,222,278 ","1,717,419,964 ","1,769,393,796 ","1,821,332,122 ","1,874,054,169 ","1,927,569,372 ","1,981,931,991 ","2,037,127,705 ","2,091,895,589 ","2,147,448,007 ","2,203,751,837 ","2,260,727,484 ","2,318,290,528 ","2,375,138,639 ","2,432,794,114 ","2,491,262,884 ","2,550,592,656 ","2,610,851,825 ","2,670,775,153 ","2,731,887,132 ","2,794,170,024 ","2,857,579,294 ","2,922,072,575 "
GDP_02_BD,2,GDP,02_BD,"17,855,416 ","14,325,028 ","14,898,711 ","14,977,505 ","15,069,294 ","14,844,799 ","14,440,412 ","14,728,067 ","14,886,686 ","14,723,781 ","23,088,497 ","23,814,848 ","24,948,096 ","25,024,081 ","25,811,188 ","26,967,196 ","27,743,397 ","27,335,244 ","27,182,575 ","28,012,230 ","28,810,416 ","29,600,986 ","30,747,165 ","31,640,049 ","31,799,615 ","31,922,841 ","33,326,718 ","33,378,235 ","32,730,792 ","32,153,246 ","32,988,898 ","34,224,437 ","34,536,852 ","33,802,589 ","33,008,313 ","32,821,218 ","32,012,006 ","32,437,366 ","33,069,907 ","33,676,517 ","34,259,481 ","34,761,332 ","35,259,303 ","35,744,984 ","36,216,047 ","36,670,805 ","37,067,939 ","37,462,768 ","37,858,011 ","38,255,907 ","38,654,200 ","38,979,888 ","39,317,569 ","39,663,549 ","40,018,318 ","40,377,630 ","40,672,792 ","40,982,660 ","41,303,882 ","41,631,876 ","41,964,992 ","42,231,768 ","42,511,378 ","42,800,472 ","43,100,190 ","43,407,732 ","43,644,785 ","43,894,956 ","44,156,602 ","44,432,251 ","44,714,493 "
GDP_03_CDA,3,GDP,03_CDA,"675,111,424 ","697,284,324 ","675,883,914 ","694,219,534 ","735,383,384 ","772,485,749 ","793,596,223 ","828,151,423 ","870,763,088 ","890,380,142 ","916,554,841 ","897,071,706 ","904,992,634 ","929,022,323 ","970,767,705 ","996,762,034 ","1,012,820,349 ","1,056,167,160 ","1,097,165,026 ","1,153,813,970 ","1,213,612,575 ","1,235,103,458 ","1,272,280,273 ","1,295,210,241 ","1,335,179,927 ","1,377,924,138 ","1,414,072,774 ","1,443,241,528 ","1,457,679,153 ","1,414,683,628 ","1,458,305,599 ","1,504,114,172 ","1,530,368,068 ","1,568,244,706 ","1,613,029,685 ","1,629,174,217 ","1,652,212,414 ","1,702,561,120 ","1,736,225,571 ","1,771,168,763 ","1,807,362,860 ","1,844,712,460 ","1,883,170,718 ","1,922,752,078 ","1,963,133,817 ","2,004,109,568 ","2,045,710,589 ","2,087,986,905 ","2,130,945,077 ","2,174,536,544 ","2,218,710,070 ","2,263,425,517 ","2,308,694,906 ","2,354,538,825 ","2,400,973,842 ","2,448,001,199 ","2,495,626,479 ","2,543,873,074 ","2,592,766,017 ","2,642,312,764 ","2,692,521,059 ","2,743,424,646 ","2,795,096,455 ","2,847,594,538 ","2,900,951,807 ","2,955,183,143 ","3,010,304,987 ","3,066,353,016 ","3,123,340,480 ","3,181,260,928 ","3,240,094,122 "
GDP_04_CHL,4,GDP,04_CHL,"75,244,937 ","78,802,560 ","70,661,595 ","67,980,359 ","73,394,748 ","78,613,636 ","83,006,566 ","88,473,325 ","94,934,831 ","104,953,436 ","125,464,694 ","135,256,451 ","150,360,144 ","160,267,049 ","168,328,798 ","183,366,108 ","195,840,351 ","210,387,157 ","219,485,517 ","218,581,025 ","230,224,702 ","237,829,133 ","245,218,414 ","255,250,416 ","273,652,796 ","289,368,212 ","307,648,113 ","322,739,251 ","334,130,431 ","328,903,831 ","348,125,554 ","369,399,224 ","389,046,195 ","404,783,130 ","411,934,595 ","421,430,747 ","426,765,502 ","433,123,907 ","457,489,275 ","482,243,933 ","507,191,164 ","532,183,278 ","557,093,007 ","581,818,869 ","606,298,880 ","630,504,357 ","654,435,101 ","678,110,766 ","701,559,226 ","724,816,239 ","747,923,989 ","770,928,879 ","793,879,791 ","816,823,611 ","839,806,564 ","862,870,340 ","886,049,881 ","909,375,170 ","932,865,121 ","956,523,450 ","980,341,788 ","1,004,308,061 ","1,028,412,733 ","1,052,638,806 ","1,076,959,404 ","1,101,337,868 ","1,125,734,717 ","1,150,114,767 ","1,174,440,897 ","1,198,676,569 ","1,222,783,525 "
GDP_05_PRC,5,GDP,05_PRC,"614,872,138 ","647,379,391 ","705,677,085 ","782,448,850 ","902,916,289 ","1,026,672,990 ","1,118,457,432 ","1,249,061,845 ","1,391,097,256 ","1,449,164,633 ","1,825,795,839 ","1,995,486,690 ","2,279,168,343 ","2,595,233,745 ","2,933,967,773 ","3,255,214,575 ","3,578,404,403 ","3,908,718,655 ","4,215,068,932 ","4,538,258,760 ","4,923,625,388 ","5,334,251,341 ","5,821,302,945 ","6,405,505,799 ","7,053,180,804 ","7,856,945,485 ","8,856,308,018 ","10,116,683,578 ","11,093,377,485 ","12,136,134,243 ","13,426,950,528 ","14,707,404,013 ","15,862,856,222 ","17,093,438,732 ","18,340,860,791 ","19,606,417,751 ","20,920,047,740 ","22,363,531,034 ","23,659,612,528 ","24,947,921,526 ","26,230,105,407 ","27,506,861,830 ","28,778,357,427 ","30,044,823,379 ","31,306,912,044 ","32,566,129,111 ","33,825,345,520 ","35,088,933,722 ","36,362,312,703 ","37,651,695,152 ","38,964,095,929 ","40,306,889,050 ","41,686,988,529 ","43,109,576,007 ","44,577,044,521 ","46,088,498,358 ","47,639,385,219 ","49,221,380,886 ","50,822,941,908 ","52,430,130,974 ","54,027,947,894 ","55,602,066,714 ","57,140,385,424 ","58,633,474,425 ","60,075,231,645 ","61,463,049,767 ","62,797,983,091 ","64,084,442,360 ","65,329,425,226 ","66,541,967,927 ","67,732,040,674 "
GDP_06_HKC,6,GDP,06_HKC,"85,158,630 ","92,654,618 ","95,317,441 ","100,678,413 ","110,864,549 ","111,838,877 ","124,301,087 ","141,264,792 ","154,468,981 ","158,505,430 ","162,136,327 ","171,381,298 ","182,066,812 ","193,357,083 ","205,028,346 ","209,895,285 ","218,833,909 ","229,993,805 ","216,464,023 ","221,890,122 ","238,894,600 ","240,234,490 ","244,214,305 ","251,678,273 ","273,574,347 ","293,786,692 ","314,447,918 ","334,776,452 ","341,900,297 ","333,492,799 ","356,062,533 ","373,205,831 ","379,551,479 ","391,323,225 ","402,133,203 ","411,735,524 ","420,641,047 ","436,589,016 ","449,159,793 ","461,859,171 ","474,571,198 ","487,075,456 ","499,279,321 ","511,253,162 ","523,237,831 ","535,416,628 ","547,357,428 ","559,472,253 ","571,819,963 ","584,393,978 ","597,273,775 ","609,985,677 ","623,109,485 ","636,582,270 ","650,327,773 ","664,226,402 ","678,403,630 ","692,750,038 ","707,285,171 ","721,959,258 ","736,763,675 ","751,850,965 ","767,026,005 ","782,292,047 ","797,760,612 ","813,367,133 ","830,635,372 ","848,254,575 ","866,084,189 ","883,989,108 ","901,931,121 "
GDP_07_INA,7,GDP,07_INA,"246,867,132 ","266,902,407 ","269,765,376 ","292,463,797 ","313,326,797 ","324,093,033 ","343,272,457 ","361,291,604 ","384,047,185 ","418,680,446 ","884,274,956 ","945,395,890 ","1,006,823,049 ","1,072,230,383 ","1,153,076,244 ","1,247,859,197 ","1,345,419,164 ","1,408,652,234 ","1,223,742,322 ","1,233,423,667 ","1,294,108,947 ","1,341,259,372 ","1,401,609,008 ","1,468,611,092 ","1,542,495,065 ","1,630,302,696 ","1,719,984,861 ","1,829,118,283 ","1,939,116,035 ","2,028,875,219 ","2,155,149,454 ","2,288,117,524 ","2,426,092,170 ","2,560,916,509 ","2,689,133,108 ","2,820,263,905 ","2,962,215,673 ","3,112,331,292 ","3,295,609,280 ","3,488,936,656 ","3,693,734,814 ","3,911,045,297 ","4,141,602,277 ","4,385,948,175 ","4,644,490,992 ","4,917,539,393 ","5,205,336,959 ","5,508,052,854 ","5,825,728,932 ","6,158,276,587 ","6,505,538,184 ","6,867,313,616 ","7,243,345,960 ","7,633,308,546 ","8,036,803,252 ","8,453,413,859 ","8,882,770,875 ","9,324,649,631 ","9,778,929,011 ","10,245,538,372 ","10,724,462,970 ","11,215,778,671 ","11,719,616,575 ","12,236,108,165 ","12,765,364,531 ","13,307,482,936 ","13,862,577,929 ","14,430,737,645 ","15,011,947,341 ","15,606,037,447 ","16,212,728,393 "
GDP_08_JPN,8,GDP,08_JPN,"2,467,546,820 ","2,571,706,518 ","2,660,617,879 ","2,742,933,694 ","2,865,668,388 ","3,045,585,738 ","3,127,382,353 ","3,252,503,389 ","3,481,900,817 ","3,665,877,717 ","3,980,922,738 ","4,116,970,644 ","4,151,885,419 ","4,130,381,981 ","4,171,399,415 ","4,285,785,040 ","4,418,644,346 ","4,466,190,958 ","4,415,794,020 ","4,404,668,239 ","4,527,101,843 ","4,545,497,083 ","4,550,860,441 ","4,620,407,607 ","4,722,273,174 ","4,800,789,013 ","4,868,960,531 ","4,949,502,092 ","4,895,377,277 ","4,630,223,435 ","4,824,310,329 ","4,818,742,045 ","4,890,786,556 ","4,988,615,386 ","5,007,308,700 ","5,075,098,803 ","5,122,713,069 ","5,210,443,687 ","5,250,003,682 ","5,296,109,833 ","5,347,531,502 ","5,403,147,929 ","5,462,306,521 ","5,524,722,222 ","5,590,267,170 ","5,658,856,244 ","5,730,421,375 ","5,804,855,810 ","5,881,862,362 ","5,960,930,694 ","6,041,482,769 ","6,122,239,375 ","6,201,587,220 ","6,279,518,300 ","6,356,080,281 ","6,431,338,777 ","6,505,342,764 ","6,578,159,613 ","6,649,849,253 ","6,720,513,127 ","6,790,328,495 ","6,859,623,800 ","6,928,927,126 ","6,998,793,709 ","7,069,777,294 ","7,142,438,952 ","7,217,398,990 ","7,295,399,996 ","7,377,138,739 ","7,463,193,178 ","7,554,033,544 "
GDP_09_ROK,9,GDP,09_ROK,"247,866,534 ","263,187,635 ","282,663,779 ","313,559,609 ","340,063,509 ","364,941,898 ","405,487,945 ","452,009,348 ","501,244,250 ","535,756,378 ","525,457,624 ","579,863,250 ","615,672,738 ","657,826,274 ","718,386,692 ","787,140,638 ","846,920,105 ","897,076,285 ","847,995,274 ","943,891,850 ","1,028,128,780 ","1,074,654,762 ","1,154,527,763 ","1,188,392,578 ","1,246,621,919 ","1,295,535,341 ","1,362,594,243 ","1,437,038,168 ","1,477,695,185 ","1,488,150,025 ","1,584,832,060 ","1,643,180,641 ","1,680,848,879 ","1,729,529,707 ","1,787,321,039 ","1,837,191,517 ","1,891,008,456 ","1,948,925,666 ","2,013,342,662 ","2,078,130,276 ","2,143,183,904 ","2,208,267,338 ","2,273,136,741 ","2,337,591,253 ","2,401,515,619 ","2,464,833,932 ","2,527,488,781 ","2,589,456,879 ","2,650,728,490 ","2,711,324,850 ","2,771,278,698 ","2,830,634,441 ","2,889,462,983 ","2,947,844,914 ","3,005,866,379 ","3,063,609,306 ","3,121,150,744 ","3,178,570,846 ","3,235,926,536 ","3,293,225,172 ","3,350,439,908 ","3,407,529,375 ","3,464,460,649 ","3,521,198,316 ","3,577,691,327 ","3,633,893,874 ","3,689,785,950 ","3,745,392,658 ","3,800,756,553 ","3,855,904,183 ","3,910,867,882 "
GDP_10_MAS,10,GDP,10_MAS,"83,600,259 ","89,402,664 ","94,713,748 ","100,633,836 ","108,445,228 ","107,228,124 ","108,463,462 ","114,307,425 ","125,665,829 ","137,047,678 ","200,554,123 ","219,697,951 ","239,218,373 ","262,888,896 ","287,106,331 ","315,326,256 ","346,867,398 ","372,267,602 ","344,870,884 ","366,037,720 ","398,464,520 ","400,527,272 ","422,119,650 ","446,554,043 ","476,845,759 ","502,271,838 ","530,322,952 ","563,726,860 ","590,964,844 ","582,020,422 ","625,234,550 ","658,333,922 ","694,367,528 ","726,959,213 ","770,625,631 ","809,372,737 ","843,527,063 ","893,310,084 ","936,244,052 ","980,686,103 ","1,026,535,142 ","1,073,995,475 ","1,122,952,095 ","1,173,554,862 ","1,225,847,959 ","1,279,938,307 ","1,334,807,058 ","1,391,445,555 ","1,449,800,778 ","1,510,084,857 ","1,572,391,528 ","1,636,594,090 ","1,702,987,236 ","1,771,408,428 ","1,842,057,125 ","1,914,777,127 ","1,988,510,126 ","2,064,280,352 ","2,142,014,094 ","2,221,550,062 ","2,302,929,229 ","2,385,227,212 ","2,469,225,371 ","2,555,241,485 ","2,642,997,976 ","2,732,576,904 ","2,821,931,807 ","2,912,589,840 ","3,004,664,171 ","3,097,914,070 ","3,192,193,894 "
GDP_11_MEX,11,GDP,11_MEX,"821,671,040 ","893,927,626 ","888,367,121 ","851,116,920 ","881,982,276 ","905,173,493 ","871,739,306 ","888,612,058 ","900,215,807 ","937,987,309 ","940,509,384 ","980,220,049 ","1,015,788,889 ","1,321,231,084 ","1,386,514,177 ","1,299,285,370 ","1,387,289,329 ","1,482,274,980 ","1,558,818,551 ","1,601,741,466 ","1,680,906,796 ","1,674,109,375 ","1,673,442,335 ","1,697,646,715 ","1,764,204,496 ","1,804,918,932 ","1,886,051,444 ","1,929,269,289 ","1,951,332,115 ","1,848,189,692 ","1,942,782,224 ","2,013,946,491 ","2,087,300,921 ","2,115,564,895 ","2,175,758,719 ","2,246,916,302 ","2,312,376,350 ","2,359,469,879 ","2,423,064,928 ","2,488,662,577 ","2,556,590,943 ","2,627,008,540 ","2,700,146,947 ","2,776,111,140 ","2,854,917,200 ","2,937,112,495 ","3,023,294,578 ","3,114,081,122 ","3,210,039,340 ","3,311,660,729 ","3,419,361,890 ","3,533,473,991 ","3,654,226,262 ","3,781,732,343 ","3,916,000,285 ","4,056,930,894 ","4,204,318,922 ","4,357,867,161 ","4,517,210,602 ","4,681,952,918 ","4,851,673,587 ","5,025,961,192 ","5,204,430,223 ","5,386,696,996 ","5,572,396,061 ","5,761,177,263 ","5,952,481,071 ","6,145,357,455 ","6,339,669,440 ","6,535,297,420 ","6,732,144,268 "
GDP_12_NZ,12,GDP,12_NZ,"65,153,924 ","68,226,826 ","68,458,560 ","70,033,554 ","73,535,243 ","74,223,543 ","76,428,512 ","75,873,104 ","77,556,853 ","78,247,073 ","83,052,842 ","81,688,662 ","82,723,247 ","88,127,414 ","92,724,484 ","96,968,685 ","100,224,850 ","103,240,011 ","104,340,666 ","109,759,848 ","112,272,733 ","116,536,454 ","122,433,889 ","127,992,718 ","132,177,606 ","136,564,457 ","140,078,141 ","145,345,665 ","143,099,309 ","145,841,185 ","147,244,406 ","151,213,818 ","154,993,282 ","158,121,062 ","163,726,440 ","170,986,553 ","176,922,277 ","182,280,646 ","186,682,811 ","191,405,456 ","196,388,262 ","201,568,161 ","206,897,456 ","212,343,571 ","217,887,368 ","223,518,971 ","229,235,922 ","235,041,013 ","240,935,991 ","246,919,467 ","252,990,272 ","259,149,179 ","265,399,963 ","271,747,490 ","278,196,682 ","284,752,565 ","291,419,540 ","298,201,206 ","305,098,762 ","312,109,627 ","319,230,300 ","326,460,074 ","333,803,580 ","341,264,267 ","348,841,409 ","356,531,648 ","364,331,912 ","372,242,296 ","380,262,050 ","388,389,002 ","396,619,420 "
GDP_13_PNG,13,GDP,13_PNG,"7,395,396 ","7,375,056 ","7,401,073 ","7,639,610 ","7,612,497 ","7,917,000 ","8,288,537 ","8,518,157 ","8,765,963 ","8,641,509 ","10,786,809 ","11,816,615 ","13,453,108 ","15,901,881 ","16,846,788 ","16,288,747 ","17,548,469 ","16,863,309 ","16,227,711 ","16,528,825 ","16,116,457 ","16,096,910 ","16,071,332 ","16,419,132 ","16,865,925 ","17,936,034 ","18,347,570 ","20,383,743 ","20,323,759 ","21,706,903 ","23,904,659 ","24,169,358 ","25,292,851 ","26,261,550 ","30,311,462 ","31,917,663 ","32,524,099 ","33,239,629 ","34,876,684 ","36,665,141 ","38,639,171 ","40,725,454 ","43,001,855 ","45,470,345 ","48,128,000 ","50,979,655 ","53,924,221 ","57,051,063 ","60,365,946 ","63,871,411 ","67,577,870 ","71,378,002 ","75,372,457 ","79,568,047 ","83,972,633 ","88,601,819 ","93,356,140 ","98,328,701 ","103,540,639 ","108,995,767 ","114,708,172 ","120,512,161 ","126,570,927 ","132,883,665 ","139,463,662 ","146,324,400 ","153,271,845 ","160,485,366 ","167,977,746 ","175,756,311 ","183,827,870 "
GDP_14_PE,14,GDP,14_PE,"125,218,997 ","134,182,912 ","133,351,254 ","117,593,546 ","123,686,683 ","127,129,577 ","139,822,568 ","150,989,036 ","137,836,386 ","121,694,730 ","122,184,473 ","124,896,063 ","124,220,988 ","130,734,611 ","146,825,906 ","157,707,754 ","162,121,952 ","172,622,306 ","171,946,425 ","174,516,870 ","179,219,003 ","180,326,383 ","190,160,535 ","198,080,765 ","207,902,012 ","220,968,779 ","237,605,295 ","257,845,435 ","281,377,875 ","284,461,280 ","308,163,900 ","327,662,023 ","347,779,569 ","368,133,432 ","376,880,366 ","389,134,140 ","404,510,033 ","414,733,744 ","432,931,493 ","451,589,302 ","470,556,533 ","489,665,503 ","508,982,911 ","528,560,340 ","548,354,167 ","568,364,402 ","588,592,038 ","609,064,073 ","629,829,321 ","650,891,241 ","672,290,456 ","693,843,365 ","715,724,740 ","737,936,626 ","760,462,646 ","783,318,477 ","806,433,252 ","829,886,119 ","853,642,220 ","877,682,861 ","902,032,396 ","927,409,574 ","953,146,555 ","979,251,410 ","1,005,700,078 ","1,032,497,892 ","1,059,931,689 ","1,087,807,946 ","1,115,972,908 ","1,144,533,167 ","1,173,461,229 "
GDP_15_RP,15,GDP,15_RP,"157,688,155 ","163,175,595 ","169,168,011 ","172,415,678 ","159,842,795 ","148,196,079 ","153,273,535 ","159,879,566 ","170,661,859 ","181,235,665 ","261,760,309 ","260,246,458 ","261,125,058 ","266,651,266 ","278,350,919 ","291,374,102 ","308,407,464 ","324,399,508 ","322,528,637 ","332,468,700 ","347,134,633 ","357,180,665 ","370,203,126 ","388,603,587 ","414,630,792 ","434,440,474 ","457,218,016 ","487,470,588 ","507,714,056 ","513,544,300 ","552,739,361 ","572,968,249 ","611,264,409 ","654,444,275 ","694,661,831 ","736,803,830 ","787,464,361 ","840,102,554 ","883,439,610 ","929,829,707 ","979,489,573 ","1,032,195,558 ","1,088,467,794 ","1,148,052,439 ","1,210,949,686 ","1,277,063,575 ","1,345,597,406 ","1,417,139,493 ","1,491,768,516 ","1,569,448,557 ","1,650,104,419 ","1,733,122,607 ","1,819,035,626 ","1,907,918,139 ","1,999,717,837 ","2,094,608,497 ","2,191,042,509 ","2,290,316,706 ","2,392,428,470 ","2,497,461,520 ","2,605,235,720 ","2,714,859,752 ","2,827,222,410 ","2,942,324,096 ","3,060,223,209 ","3,180,695,029 ","3,302,176,887 ","3,426,215,905 ","3,552,719,374 ","3,681,638,591 ","3,812,881,011 "
GDP_16_RUS,16,GDP,16_RUS,"1,879,583,249 ","1,919,053,855 ","1,974,523,588 ","2,037,704,922 ","2,066,230,752 ","2,088,957,820 ","2,176,693,970 ","2,204,991,485 ","2,238,062,365 ","2,301,884,485 ","3,224,936,158 ","3,062,175,582 ","2,617,208,589 ","2,390,334,807 ","2,089,875,555 ","2,003,280,967 ","1,931,162,853 ","1,958,199,133 ","1,854,414,579 ","1,973,097,112 ","2,170,406,823 ","2,280,923,596 ","2,389,123,082 ","2,563,430,022 ","2,747,380,458 ","2,922,558,574 ","3,160,847,399 ","3,430,628,260 ","3,610,666,037 ","3,328,279,998 ","3,478,176,597 ","3,661,994,244 ","3,795,873,150 ","3,863,642,942 ","3,892,179,838 ","3,782,099,620 ","3,773,593,262 ","3,831,919,060 ","3,970,161,309 ","4,100,894,051 ","4,227,123,346 ","4,351,665,391 ","4,476,521,508 ","4,602,990,138 ","4,731,838,474 ","4,863,433,859 ","4,997,824,368 ","5,134,736,241 ","5,273,529,221 ","5,413,199,016 ","5,552,444,156 ","5,689,705,503 ","5,823,179,932 ","5,950,780,590 ","6,070,005,041 ","6,179,099,594 ","6,276,531,456 ","6,361,060,976 ","6,431,949,607 ","6,489,104,044 ","6,533,191,263 ","6,565,698,697 ","6,588,875,855 ","6,605,650,713 ","6,619,515,313 ","6,634,323,157 ","6,654,065,263 ","6,682,588,232 ","6,723,388,366 ","6,779,441,533 ","6,853,000,162 "
GDP_17_SIN,17,GDP,17_SIN,"43,565,294 ","46,898,900 ","49,221,693 ","54,074,169 ","59,172,628 ","60,069,938 ","62,218,589 ","69,256,066 ","76,532,623 ","83,719,016 ","110,272,033 ","117,646,008 ","125,984,288 ","140,519,583 ","155,871,988 ","166,826,743 ","179,392,023 ","194,265,627 ","189,942,770 ","201,520,171 ","219,450,517 ","217,360,712 ","226,515,264 ","236,561,959 ","259,151,676 ","278,559,953 ","303,240,911 ","330,870,789 ","336,785,502 ","334,753,377 ","385,771,054 ","410,270,113 ","427,022,663 ","448,848,164 ","466,280,921 ","476,730,547 ","488,157,880 ","505,822,080 ","527,087,518 ","548,996,855 ","570,767,354 ","592,633,177 ","614,391,089 ","636,166,049 ","658,110,871 ","680,301,410 ","702,718,125 ","725,193,852 ","747,750,054 ","770,432,582 ","793,250,941 ","815,107,528 ","837,079,274 ","859,222,549 ","881,486,976 ","903,975,793 ","927,446,501 ","951,280,436 ","975,362,265 ","999,646,305 ","1,024,097,294 ","1,048,308,222 ","1,072,518,765 ","1,096,849,594 ","1,121,332,634 ","1,146,133,994 ","1,171,355,261 ","1,197,216,295 ","1,223,451,954 ","1,249,956,195 ","1,276,627,451 "
